0	5	4
1	2	3
2	1	1
3	3	4
4	2	2
5	7	9
6	4	3
7	3	3
8	1	1
9	2	2
10	3	3
11	3	5
12	5	5
13	3	3
14	3	3
15	4	4
16	8	2
17	2	2
18	1	2
19	2	2
20	1	2
21	2	2
22	5	3
23	6	7
24	3	3
25	4	4
26	2	2
27	0	0
28	6	8
29	5	5
30	6	8
31	6	6
32	3	3
33	4	4
34	4	4
35	3	3
36	2	2
37	2	2
38	2	2
39	3	3
40	3	3
41	2	2
42	2	2
43	4	4
44	2	2
45	2	2
46	0	0
47	6	6
48	3	3
49	4	4
50	0	0
51	2	2
52	2	2
53	3	3
54	5	5
55	3	3
56	6	6
57	3	3
58	2	2
59	3	3
60	6	6
61	2	2
62	2	2
63	5	5
64	2	2
65	3	3
66	2	2
67	3	3
68	3	3
69	2	2
70	2	2
71	3	3
72	3	3
73	2	2
74	4	4
75	4	4
76	5	5
77	3	3
78	3	3
79	2	2
80	4	4
81	2	2
82	2	2
83	0	0
84	2	2
85	2	2
86	5	6
87	2	4
88	4	6
89	3	7
90	0	2
91	2	2
92	2	4
93	4	4
94	2	2
95	3	3
96	4	4
97	3	3
98	4	4
99	2	2
100	3	3
101	4	4
102	3	3
103	2	2
104	3	3
105	0	0
106	2	2
107	15	16
108	13	13
109	3	3
110	2	2
111	2	2
112	6	6
113	3	3
114	3	3
115	0	0
116	9	10
117	3	3
118	3	4
119	3	3
120	3	3
121	4	4
122	4	4
123	2	2
124	0	0
125	2	3
126	3	3
127	4	4
128	2	2
129	4	4
130	2	2
131	3	3
132	0	0
133	3	3
134	5	5
135	2	2
136	0	0
137	2	2
138	2	2
139	3	9
140	4	7
141	0	0
142	2	2
143	2	2
144	2	3
145	2	7
146	4	4
147	0	2
148	2	3
149	3	3
150	3	3
151	4	4
152	4	4
153	3	3
154	5	5
155	3	3
156	3	3
157	4	4
158	2	2
159	4	4
160	5	5
161	3	4
162	6	8
163	3	7
164	16	20
165	12	18
166	4	6
167	2	2
168	9	12
169	10	12
170	3	3
171	6	7
172	7	8
173	8	8
174	7	7
175	4	5
176	4	5
177	5	5
178	4	4
179	3	3
180	3	3
181	3	3
182	2	2
183	5	5
184	9	9
185	2	2
186	6	6
187	3	3
188	10	10
189	6	6
190	4	4
191	3	3
192	23	27
193	3	3
194	2	2
195	2	2
196	3	3
197	2	2
198	3	3
199	2	2
200	0	0
201	0	0
202	4	4
203	3	3
204	5	5
205	5	5
206	6	6
207	0	0
208	5	5
209	2	2
210	2	2
211	2	2
212	2	2
213	2	2
214	4	4
215	3	3
216	0	0
217	0	0
218	2	2
219	1	1
220	2	2
221	1	1
222	0	0
223	3	3
224	0	0
225	3	3
226	2	2
227	3	3
228	3	3
229	5	5
230	2	3
231	4	5
232	0	0
233	2	2
234	4	4
235	2	3
236	2	3
237	0	3
238	2	2
239	2	2
240	6	6
241	5	6
242	2	2
243	2	2
244	3	3
245	3	3
246	5	7
247	4	4
248	0	0
249	3	3
250	4	4
251	2	2
252	3	3
253	4	4
254	2	2
255	3	4
256	0	2
257	4	4
258	3	3
259	3	3
260	0	0
261	2	2
262	2	2
263	2	2
264	2	2
265	3	4
266	2	2
267	5	5
268	2	2
269	4	4
270	2	2
271	9	10
272	5	5
273	7	7
274	8	9
275	5	5
276	3	3
277	3	3
278	2	2
279	3	3
280	2	2
281	2	2
282	0	0
283	2	2
284	3	3
285	3	3
286	2	2
287	2	2
288	5	5
289	3	3
290	5	5
291	2	2
292	2	2
293	3	3
294	2	2
295	2	2
296	2	2
297	2	2
298	3	3
299	4	4
300	9	9
301	2	2
302	4	4
303	9	9
304	3	3
305	3	3
306	4	4
307	3	3
308	5	5
309	3	3
310	0	0
311	1	1
312	3	3
313	0	0
314	4	4
315	3	3
316	2	2
317	0	0
318	4	4
319	0	0
320	6	7
321	2	2
322	0	0
323	2	2
324	3	3
325	3	3
326	2	2
327	5	5
328	3	3
329	3	3
330	4	4
331	3	3
332	3	3
333	4	4
334	4	4
335	4	5
336	6	6
337	5	6
338	0	0
339	5	5
340	2	2
341	4	4
342	3	3
343	3	3
344	0	0
345	2	2
346	4	4
347	4	4
348	4	4
349	4	4
350	3	3
351	7	7
352	2	2
353	7	7
354	5	5
355	1	2
356	3	5
357	3	3
358	2	3
359	2	5
360	3	3
361	3	3
362	2	2
363	2	2
364	4	4
365	2	2
366	3	3
367	2	2
368	5	5
369	4	5
370	1	3
371	0	4
372	3	3
373	1	5
374	0	2
375	3	3
376	0	4
377	3	3
378	5	5
379	4	4
380	3	3
381	2	2
382	6	6
383	0	0
384	5	5
385	6	6
386	5	6
387	4	4
388	0	0
389	4	4
390	2	2
391	3	3
392	2	2
393	2	2
394	6	6
395	10	10
396	4	4
397	6	6
398	7	8
399	7	7
400	3	3
401	0	0
402	4	4
403	3	3
404	4	4
405	5	5
406	3	3
407	3	3
408	5	6
409	5	5
410	4	4
411	5	5
412	5	6
413	6	6
414	4	4
415	3	4
416	6	5
417	8	7
418	5	5
419	4	4
420	3	3
421	3	3
422	6	6
423	5	3
424	5	5
425	2	2
426	7	7
427	5	5
428	3	3
429	3	3
430	2	2
431	8	8
432	5	5
433	4	4
434	7	7
435	10	10
436	7	10
437	4	5
438	9	12
439	4	6
440	3	3
441	4	4
442	5	5
443	4	4
444	5	5
445	4	4
446	5	5
447	5	5
448	5	5
449	3	3
450	2	2
451	7	8
452	4	5
453	7	7
454	7	7
455	3	3
456	5	5
457	3	3
458	3	3
459	3	3
460	0	0
461	4	4
462	4	4
463	3	3
464	2	2
465	3	3
466	12	12
467	6	6
468	3	3
469	4	4
470	4	4
471	14	16
472	6	9
473	3	3
474	5	5
475	0	0
476	3	3
477	9	9
478	6	7
479	16	17
480	4	4
481	12	13
482	8	8
483	11	11
484	4	5
485	9	9
486	11	11
487	8	9
488	8	8
489	5	5
490	4	5
491	6	6
492	5	5
493	11	11
494	3	3
495	7	7
496	3	3
497	5	5
498	4	4
499	4	4
500	5	5
501	5	6
502	7	7
503	8	8
504	4	4
505	6	6
506	6	8
507	7	7
508	11	11
509	9	10
510	7	9
511	5	6
512	3	3
513	2	2
514	2	4
515	5	5
516	1	4
517	5	6
518	5	5
519	9	10
520	4	4
521	6	7
522	9	9
523	3	3
524	7	7
525	11	12
526	3	3
527	9	9
528	2	2
529	4	4
530	8	8
531	6	6
532	10	10
533	11	12
534	5	5
535	7	4
536	16	14
537	7	6
538	15	15
539	9	13
540	7	6
541	17	20
542	13	11
543	5	6
544	2	3
545	7	8
546	3	4
547	3	5
548	5	6
549	13	18
550	2	3
551	8	9
552	16	19
553	6	4
554	9	7
555	18	21
556	16	19
557	3	4
558	18	24
559	9	13
560	16	18
561	3	4
562	2	2
563	5	5
564	18	24
565	4	4
566	24	26
567	6	7
568	5	5
569	16	16
570	4	4
571	3	2
572	4	7
573	10	10
574	13	14
575	11	16
576	19	20
577	13	13
578	7	9
579	22	22
580	4	4
581	2	2
582	12	12
583	3	3
584	14	14
585	21	21
586	6	6
587	8	8
588	19	20
589	10	10
590	16	15
591	7	7
592	4	4
593	18	17
594	9	12
595	10	11
596	3	6
597	6	8
598	19	19
599	13	13
600	10	10
601	7	7
602	12	9
603	7	7
604	6	7
605	10	10
606	12	13
607	10	14
608	4	5
609	7	15
610	2	2
611	13	12
612	13	15
613	5	6
614	10	12
615	24	25
616	15	20
617	31	35
618	51	60
619	10	9
620	50	52
621	11	11
622	8	3
623	9	12
624	31	35
625	10	11
626	19	21
627	40	41
628	19	19
629	6	7
630	2	3
631	8	9
632	21	21
633	5	6
634	9	7
635	14	15
636	3	4
637	14	15
638	8	9
639	0	0
640	5	3
641	6	6
642	8	8
643	2	2
644	4	4
645	16	16
646	4	5
647	3	3
648	0	0
649	2	3
650	29	33
651	29	29
652	7	7
653	33	35
654	13	13
655	20	20
656	15	16
657	15	18
658	9	9
659	11	14
660	34	37
661	17	18
662	22	23
663	6	6
664	10	10
665	5	5
666	5	5
667	15	17
668	12	12
669	4	4
670	27	26
671	8	8
672	5	6
673	21	15
674	19	20
675	17	18
676	8	8
677	20	22
678	9	9
679	3	4
680	22	23
681	10	11
682	11	10
683	24	27
684	4	4
685	4	4
686	7	9
687	3	4
688	11	13
689	12	14
690	7	7
691	7	7
692	5	6
693	7	8
694	2	2
695	5	5
696	5	5
697	3	3
698	6	7
699	8	10
700	5	6
701	8	9
702	7	15
703	4	4
704	4	4
705	3	4
706	3	3
707	8	9
708	11	13
709	3	6
710	8	9
711	9	13
712	13	14
713	5	5
714	10	10
715	3	3
716	4	4
717	10	14
718	11	14
719	10	12
720	9	9
721	20	21
722	10	11
723	15	15
724	23	23
725	16	17
726	8	8
727	4	4
728	9	9
729	4	4
730	7	7
731	2	2
732	7	7
733	19	20
734	6	6
735	16	16
736	20	20
737	5	5
738	9	10
739	16	20
740	2	2
741	9	12
742	22	24
743	8	9
744	5	5
745	7	7
746	13	14
747	5	5
748	4	5
749	0	0
750	5	5
751	14	14
752	16	16
753	3	5
754	13	13
755	8	8
756	5	5
757	24	22
758	17	15
759	8	10
760	15	16
761	18	18
762	12	13
763	19	19
764	14	15
765	9	10
766	14	16
767	14	17
768	10	11
769	12	13
770	14	16
771	6	6
772	16	16
773	11	11
774	11	12
775	9	10
776	14	15
777	16	17
778	19	19
779	16	17
780	21	21
781	13	13
782	19	21
783	21	22
784	21	23
785	6	6
786	3	3
787	10	10
788	4	4
789	2	2
790	25	28
791	14	14
792	23	24
793	18	19
794	10	11
795	6	6
796	6	6
797	10	11
798	13	17
799	5	6
800	5	5
801	5	5
802	5	5
803	3	4
804	4	4
805	4	5
806	5	6
807	2	2
808	5	5
809	7	7
810	7	7
811	12	12
812	11	11
813	5	7
814	4	5
815	4	4
816	3	3
817	9	11
818	2	2
819	4	4
820	2	2
821	2	2
822	7	7
823	8	8
824	7	5
825	5	5
826	9	9
827	3	3
828	5	5
829	6	6
830	3	3
831	7	7
832	4	4
833	0	0
834	6	6
835	4	4
836	3	3
837	0	0
838	5	5
839	3	3
840	6	6
841	2	2
842	4	4
843	5	5
844	2	2
845	2	2
846	2	2
847	4	4
848	5	5
849	4	4
850	5	5
851	3	3
852	5	5
853	10	10
854	9	9
855	2	2
856	3	3
857	3	3
858	2	2
859	3	3
860	2	3
861	2	2
862	2	3
863	7	8
864	9	9
865	6	6
866	2	2
867	6	6
868	3	3
869	4	4
870	3	3
871	6	7
872	3	5
873	7	11
874	2	4
875	9	20
876	5	5
877	9	11
878	7	10
