4308	4772
74	619
4229	4295
2383	3126
2629	4550
4489	2126
4309	3389
3895	3622
2204	3488
4550	1204
2505	4384
293	353
3275	4502
4045	4284
4560	4232
987	1766
1168	2881
4228	2104
1958	2746
180	1400
3011	462
2314	4787
2430	2804
4868	996
2788	3565
1402	3859
4464	662
4697	2880
4271	1927
1407	1143
4114	1865
134	4462
1585	2127
2712	3904
3617	1491
1765	1942
3274	3954
1275	4100
3695	57
4538	503
2570	4990
3138	4502
4659	3252
3212	4454
3205	182
275	3751
14	3404
677	2852
577	2139
4089	1144
946	1255
2239	1203
525	2156
1030	2165
3035	1226
2534	4393
1818	2575
4315	4098
4255	150
1602	524
211	2109
2075	97
4151	4900
4579	644
622	3185
1861	3394
1918	4641
1741	2068
4801	1649
489	585
2590	2186
4916	1249
800	3115
472	2924
1528	4920
4334	2376
3803	1849
1229	554
4058	2109
2142	4772
2362	2693
1672	1076
1680	2637
2316	4733
4859	3845
3687	318
4781	878
4103	4201
791	1487
3732	807
1448	4183
2333	4830
1834	2677
2868	988
3794	4172
4631	1213
3602	3546
4748	2696
4284	3544
592	2505
4805	4107
940	1871
4515	3520
1900	4125
1037	2287
1365	470
1150	4790
4627	4241
2157	4751
2404	917
1108	2692
3093	3717
4218	3302
2638	2588
3351	740
1212	3940
4188	4265
4796	4976
3301	4054
2719	3682
2132	3151
2494	935
3347	4938
1787	2526
3750	4729
2569	1223
2130	3065
2858	2800
4886	1939
755	3539
1349	175
141	3139
4332	4929
35	4277
1142	3476
843	3212
490	4562
4123	4020
2405	782
2730	536
1210	2064
1232	2200
995	3911
2194	4810
4026	3366
3750	2624
2552	1285
2367	3674
2185	4320
766	3954
1818	2396
4373	2478
41	3509
2481	3075
2008	3878
4660	2052
109	4464
1403	2098
1984	2531
1939	4509
3433	3442
1995	1937
3934	3984
2182	4732
2839	953
495	4179
2582	3092
2137	1437
966	108
2042	4935
63	4126
4612	2126
714	4613
136	595
2015	1040
3855	968
497	2013
4358	2641
1491	2206
4213	4950
250	1482
3076	2580
1014	1535
1874	3332
4309	243
2452	1275
622	3002
4551	4560
415	2418
1370	1413
3892	826
922	3189
4381	4441
323	555
2610	1339
272	347
1349	2933
2976	4706
4940	674
573	3575
1322	3062
1770	85
1681	1071
360	761
1671	684
4149	1086
2594	518
1226	3232
2032	1747
3815	2901
1711	321
1957	4951
4710	4975
2239	439
1150	4359
950	956
993	1784
448	176
4997	4712
3036	291
21	2383
3845	3889
2749	3087
377	3670
991	3079
2844	1162
3687	1294
3934	2696
3823	2116
3253	3472
4720	916
3320	4220
4062	182
2450	2040
4078	906
1479	2802
4511	2575
3622	1433
2914	521
4579	107
4599	3416
1144	1742
4669	4845
407	3479
1414	520
1319	1321
2821	3428
1856	46
4405	1964
4396	4705
3655	287
3837	3155
463	4759
2277	196
2668	3704
4117	4106
3594	1979
750	701
4782	3218
4030	1859
2957	3686
319	4750
89	1428
3810	4491
17	3126
3203	1919
2460	4077
1393	4666
898	3637
1780	4365
295	3793
3427	1055
1061	3037
2922	3859
2685	4122
2989	718
161	1523
899	3148
3601	4711
4193	1914
3664	4912
1337	2574
3298	760
64	418
3132	3
1609	960
1392	3799
241	1679
3764	1471
3536	572
4398	4384
4192	1748
3374	4635
1742	3493
4280	2329
4242	884
3124	4741
3684	49
68	3394
2677	2016
2257	2589
3311	2160
1706	4094
370	4430
3587	2232
180	3284
4454	3672
36	2266
176	3762
1188	2446
210	4934
336	1624
2458	986
3911	2558
1678	2625
4269	1271
1029	3801
2266	4907
90	290
4675	1935
4550	1299
891	3583
1608	3062
861	2891
1139	2675
3585	2564
2324	3243
1297	4216
1519	995
2854	648
3725	728
1276	4331
3932	1041
1983	540
3667	1800
4096	3735
3448	3235
1352	1201
657	1503
3287	1972
3659	4340
1105	2041
3346	4443
2487	4560
125	1331
53	172
2189	3651
4813	3338
1426	2347
992	4695
538	1547
2684	3201
2959	261
1566	4110
1516	1998
4645	4241
1884	2823
1649	3587
3166	3778
54	1237
897	4912
2305	652
2064	983
2317	1333
4594	1385
1466	72
2938	3528
3700	1970
1605	2501
2347	2506
757	279
2348	549
785	2249
4915	2764
2070	1372
1571	2683
2287	3340
4012	2765
308	1895
4088	1723
4978	687
306	3643
4975	1113
4651	2741
3768	3398
2091	113
3113	3735
4888	2372
2144	2597
1861	466
390	4638
3698	405
4731	2620
4556	3923
4253	623
210	3021
1284	4787
3427	1068
4190	2260
3510	4591
3034	4829
4848	3687
435	401
1420	2931
4675	505
3138	2967
2769	2275
2471	215
2001	4196
1516	3378
4614	2796
358	986
214	3879
2929	271
4986	1404
4001	4763
4240	3863
3687	4176
2512	3745
3797	4710
2959	431
3342	297
747	2632
4797	3966
3508	55
4152	1910
2339	2113
1816	2924
1586	3208
1520	1688
2519	1502
1936	4862
2375	565
629	2560
4803	755
2182	1960
3625	3124
2358	1650
361	1231
2041	3486
3978	3698
4908	907
1809	3130
2270	4663
2989	3106
357	2267
474	3444
214	1635
3001	2870
237	1404
1680	692
1893	4070
3035	1340
4268	2360
3062	1310
886	1370
4069	3001
893	2918
2747	2379
138	4016
1843	4625
1306	1549
3759	4524
3112	4991
899	2485
2491	3382
2124	4975
3691	1619
4658	842
2958	2910
839	1352
1569	3031
259	1928
957	1593
1854	1001
3056	4882
2928	8
461	4200
4553	1442
3161	4126
632	2453
3779	3227
2146	1792
2607	4243
3218	4859
3518	3967
3583	3746
2982	2360
2022	1155
50	4457
2612	2726
2014	1090
3864	4164
129	2057
4348	4936
278	2771
1278	4819
3113	704
3447	2252
2499	3892
1767	2212
754	889
4842	846
2977	2018
443	1061
4703	2363
4820	2841
926	3300
2815	4625
186	604
2860	3812
3763	4850
4432	2235
3761	4831
3262	1790
3204	423
1484	782
4309	871
4413	4050
2173	2616
4254	1340
664	4881
2696	4659
924	4443
3609	2507
4796	2789
2526	2625
196	72
2321	2376
1048	1309
3147	3530
317	179
3047	1552
1964	1997
3779	2570
1334	2471
1355	3098
1793	1977
548	2522
1438	3484
4562	1958
1731	2281
1222	4708
3388	4521
15	4008
849	4431
435	548
4315	666
187	3381
2665	342
689	1976
2122	434
3174	2451
158	2557
132	2841
1518	4882
1069	2901
4636	2706
2327	4392
4695	1720
4620	3685
4511	2599
2146	1441
18	3624
2115	1464
841	736
2930	154
1003	4166
4099	1205
1859	3362
4621	1124
1072	433
16	4029
721	4445
1789	4977
1331	2626
4118	332
1104	3875
4810	1148
926	26
973	1670
3281	3406
834	2611
1134	2023
1454	906
4589	2437
4395	1928
3289	4238
2541	2330
1408	3351
4700	1307
34	4866
3463	3289
1088	4997
4865	4673
4714	1411
3011	1659
4996	2396
1686	736
2270	1736
139	1567
3623	1585
2961	3688
1429	3437
3217	1920
3804	258
225	2274
97	3613
3564	3639
3385	1507
2379	1060
2787	608
2098	4642
766	1630
3265	2395
1072	3117
3629	240
493	1649
1995	408
584	2737
2456	1706
2425	540
632	1987
4451	1574
4009	363
2808	1216
627	4730
44	4861
198	1001
2147	4760
4832	610
4312	1739
2882	1961
1851	1243
157	2284
4621	119
862	3710
4459	799
972	3033
4701	1282
3538	1657
1826	1479
3189	3014
4522	1581
4227	1466
31	1998
3062	2809
305	3806
3484	4197
2365	4241
3324	1017
3097	4442
55	1566
1750	1145
3681	425
163	428
619	3245
4978	486
542	1181
1025	3548
2589	50
3207	2620
3255	730
2712	241
1936	426
4287	729
2652	1762
4296	1119
4903	3334
4311	4068
3012	3862
3424	441
3247	4691
876	4791
4577	2993
4628	1992
4976	4892
2061	4582
3608	1451
3505	4264
2066	3154
926	2654
1352	2883
1349	2802
4930	1788
3385	1198
736	675
3689	1348
4260	2166
372	4240
4914	2536
3456	338
368	742
2215	4552
1108	4999
4247	352
4223	2961
29	1043
4300	585
1909	3262
3076	1706
3872	2193
3849	2631
2994	3938
2093	3811
4606	4892
3550	629
2401	3552
3424	578
2072	718
2384	1203
2359	2757
3249	917
127	230
1764	3639
2123	2511
1872	3709
640	3147
972	4219
3318	2262
13	4254
2999	279
73	4269
706	3270
3542	4405
1652	1420
1991	1777
3525	690
3700	4432
3682	4578
558	1105
1868	3762
1028	3337
1621	495
212	349
1162	733
673	1723
1809	2429
1845	1731
1592	4743
3244	4075
3455	1967
2134	4887
3548	3196
1678	2848
3594	3571
3899	4331
3060	2698
946	4370
1555	3897
3430	936
3018	4803
4542	4854
3714	2569
3945	3683
4239	3768
592	2856
4198	921
1991	3056
945	4742
658	2678
1921	2109
1281	4522
4631	1572
2376	1044
3871	4628
205	2185
4657	2051
134	74
4301	1729
3246	4145
1738	420
4980	3863
875	4167
777	2201
3984	4965
1644	17
4804	3220
1763	657
1808	2500
1456	858
3747	3886
3205	2474
1316	2801
1238	1644
806	2240
1602	4346
3166	2648
2493	3645
812	2501
3637	4549
3868	204
559	3004
408	1107
2142	3388
428	3821
2247	3041
1485	2418
1371	3993
3990	739
4586	4848
3433	3730
3297	352
935	3687
2759	574
1572	3760
4402	3904
1962	4064
4017	4154
2656	136
4085	2399
2310	3772
601	3677
1648	3844
443	457
4741	1162
1814	1434
2842	963
1181	3730
3360	4206
4950	2038
2023	4546
3465	1278
4101	2061
1916	1408
288	1446
1548	687
1075	3164
2274	1769
4808	2824
1839	39
3234	3836
3630	501
4814	223
4260	25
878	977
694	4552
3393	3128
2112	572
171	294
589	386
3876	4561
3512	4191
2671	4842
3862	1563
4121	153
3757	734
1228	4829
2861	3806
4728	2954
842	3931
1533	1755
1131	4970
3239	2063
2794	1789
3189	4151
4256	2251
4232	1349
2533	1460
3637	1865
552	925
856	2709
3857	4586
709	1056
657	2177
3811	1720
2602	2683
1872	208
1417	1494
3867	2393
2732	2669
426	4685
137	1305
1352	2015
3485	424
970	45
886	1676
4343	2079
2406	295
1738	4890
1028	4738
1021	4645
4752	3429
4412	2181
2483	256
2451	2988
3473	2728
372	4484
1468	1014
697	4921
550	2225
2	1916
1571	700
884	875
944	3738
1119	4990
2196	1669
1690	3117
769	2078
3748	2286
4303	1294
1409	226
534	715
4448	807
2285	1535
3782	1688
1964	2835
2657	2064
938	704
3834	4901
1124	2814
1431	2609
4107	1125
580	1213
4041	576
2350	606
1943	2787
3723	1753
4534	1769
1458	1866
2000	3376
4499	2752
4490	912
1426	4589
3529	286
3589	1649
829	3319
4823	4654
3982	1455
1584	3791
4610	4322
4995	2433
3537	2402
1629	2467
2821	2591
1773	2666
1745	2676
3116	3861
2420	3998
2777	3816
3722	2416
1457	3427
2232	1033
4458	466
2625	3519
2235	1312
3250	2589
3434	2172
631	3792
2129	2822
3000	367
1846	2099
4971	2912
2357	203
2647	3512
3580	4548
3202	1699
1258	1152
4016	2129
4909	3873
2944	601
928	1028
3869	4503
1853	1219
2214	4248
4948	3821
4778	2823
2760	1896
4004	3345
4682	4175
4798	2274
3309	326
4357	4642
2389	2898
1889	3722
2372	1662
463	1128
723	3135
1357	1267
4457	825
2474	1568
3651	4323
4128	1210
336	1430
1254	4296
832	371
4614	3537
2920	1353
87	2755
3853	4062
1376	704
1123	2053
4282	4802
728	4654
4129	4341
4266	11
4119	4370
2441	1942
1173	773
2922	1128
38	1884
4569	2868
1978	2536
4507	4610
2916	2712
3941	2560
3080	1648
4389	1219
2325	3137
2835	3675
4514	2993
2259	1980
433	3923
4649	3409
1333	4154
2625	3627
2761	2816
1395	1487
430	499
1264	4861
2680	422
1163	1300
1174	2341
519	2636
684	865
4688	4987
1838	3868
3152	4233
1412	1719
4330	2311
1141	391
2755	706
4233	4047
4809	2230
3503	3342
2707	2845
3927	2849
3243	1919
3693	1763
4916	2187
770	2824
1116	2955
4833	4393
1519	3125
1059	2074
349	1174
2312	2792
177	4850
4939	2102
2895	1174
1184	246
330	4903
2964	212
3183	379
4017	1382
4569	1100
2989	3992
3554	237
4430	4965
4538	3885
3228	3311
4943	4145
2658	1583
2002	2534
3211	3064
2993	364
1981	2734
3911	1134
845	4188
4348	4781
4975	131
3346	44
3623	303
2653	3767
4953	3210
630	4261
377	4916
3013	1732
4440	1266
416	1603
997	1419
4804	1618
1747	3098
438	1750
996	4062
3143	850
3594	2829
3938	1591
4061	4614
2403	747
2167	2566
2294	3088
2896	4899
3985	2091
4150	1788
3607	1317
2876	2265
4282	1406
934	3991
2053	4261
1975	1300
1395	1516
4551	2808
3814	1544
1068	628
3784	2727
1355	2269
1311	3434
3379	3800
4961	4362
3663	2666
3901	3782
1222	4679
153	4698
4961	2232
1877	4788
1624	1954
2948	4184
3729	689
4170	396
2094	4260
4526	1045
2385	25
3149	3368
1599	665
480	3021
2543	4166
748	4821
2182	4265
1084	3820
3016	4193
357	1577
4060	3022
4830	2091
884	4243
57	1886
288	4305
1114	891
2102	1104
900	3597
4432	4168
3978	760
2531	4958
3105	1748
919	1443
607	2223
4023	3230
3535	1688
2655	274
1685	3751
4717	4410
3232	4395
1302	568
2833	3084
870	3085
3551	1382
4178	2203
4108	495
3590	2766
3015	1407
1990	408
406	142
1043	1804
4544	4877
845	4515
853	3802
1231	4162
4699	382
740	869
2110	3931
3331	2284
3250	4023
4545	2963
4096	902
1860	672
1819	4308
1016	4110
2574	3295
4320	238
4332	258
1642	1197
2347	1518
319	816
2677	420
2997	2276
965	1054
4675	2474
2851	2675
3673	3143
4620	1081
2154	362
1625	4412
3911	839
3601	749
3041	168
3302	158
378	1571
3657	3433
632	1727
2691	3512
207	2568
234	4576
3410	2162
148	2631
4006	2090
2826	636
1539	2487
3996	3149
2824	2912
1805	1779
3578	447
2731	3499
1280	4627
4461	4446
3622	4659
1065	1471
2164	110
1121	3748
3163	2408
4697	278
4484	1311
1760	3347
2060	2620
4721	1499
1391	4004
4189	423
2792	158
1966	3677
4450	2191
3450	4512
2222	721
4314	4709
10	3418
3711	2720
4362	2129
2680	1933
4710	891
529	3962
3064	4203
4036	761
472	57
4037	84
518	313
2292	3273
3962	3060
2228	2477
1395	2380
4651	1957
2651	3192
102	4311
3460	2303
4339	295
498	2066
2450	2357
1851	458
3464	3164
3079	2073
2537	3006
1712	4548
225	4186
2726	4069
520	1296
218	936
3144	4643
181	4171
3436	3877
3796	1192
2174	481
1386	895
1765	3393
3930	4508
4746	335
2079	4657
597	3449
2243	388
3417	4486
3056	4936
2088	4052
294	833
4932	3436
2330	1217
3556	4014
1023	4400
2247	4622
483	3504
4288	2376
3761	2518
1453	2967
1686	92
1046	729
1226	1140
4919	2158
357	2999
1434	1903
2996	188
340	3372
3791	3732
